file,track,section_id,measure,absolute_start_tick,absolute_end_tick,meter,tempo,status,intended_chord,intended_lick,text,alignment_status
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Bb-chord-alone,12,129729600,141261120,4/4,70,rest/empty,Bb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Bb-lick-over-chord,13,141261120,152792640,4/4,70,rest/empty,Bb major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Bb-resolution,14,152792640,164324160,4/4,70,rest/empty,Bb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Bb-separator,15,164324160,175855680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Eb-count-in,16,175855680,187387200,4/4,70,sounding,none,none,Eb major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Eb-chord-alone,17,187387200,198918720,4/4,70,rest/empty,Eb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Eb-lick-over-chord,18,198918720,210450240,4/4,70,rest/empty,Eb major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Eb-resolution,19,210450240,221981760,4/4,70,rest/empty,Eb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Eb-separator,20,221981760,233513280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Ab-count-in,21,233513280,245044800,4/4,70,sounding,none,none,Ab major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Ab-chord-alone,22,245044800,256576320,4/4,70,rest/empty,Ab major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Ab-lick-over-chord,23,256576320,268107840,4/4,70,rest/empty,Ab major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Ab-resolution,24,268107840,279639360,4/4,70,rest/empty,Ab major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Ab-separator,25,279639360,291170880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Db-count-in,26,291170880,302702400,4/4,70,sounding,none,none,Db major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Db-chord-alone,27,302702400,314233920,4/4,70,rest/empty,Db major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Db-lick-over-chord,28,314233920,325765440,4/4,70,rest/empty,Db major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Db-resolution,29,325765440,337296960,4/4,70,rest/empty,Db major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Db-separator,30,337296960,348828480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Gb/F#-count-in,31,348828480,360360000,4/4,70,sounding,none,none,Gb/F# major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Gb/F#-chord-alone,32,360360000,371891520,4/4,70,rest/empty,Gb/F# major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Gb/F#-lick-over-chord,33,371891520,383423040,4/4,70,rest/empty,Gb/F# major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Gb/F#-resolution,34,383423040,394954560,4/4,70,rest/empty,Gb/F# major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-Gb/F#-separator,35,394954560,406486080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-B-count-in,36,406486080,418017600,4/4,70,sounding,none,none,B major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-B-chord-alone,37,418017600,429549120,4/4,70,rest/empty,B major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-B-lick-over-chord,38,429549120,441080640,4/4,70,rest/empty,B major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-B-resolution,39,441080640,452612160,4/4,70,rest/empty,B major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-B-separator,40,452612160,464143680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-E-count-in,41,464143680,475675200,4/4,70,sounding,none,none,E major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-E-chord-alone,42,475675200,487206720,4/4,70,rest/empty,E major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-E-lick-over-chord,43,487206720,498738240,4/4,70,rest/empty,E major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-E-resolution,44,498738240,510269760,4/4,70,rest/empty,E major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-E-separator,45,510269760,521801280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-A-count-in,46,521801280,533332800,4/4,70,sounding,none,none,A major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-A-chord-alone,47,533332800,544864320,4/4,70,rest/empty,A major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-A-lick-over-chord,48,544864320,556395840,4/4,70,rest/empty,A major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-A-resolution,49,556395840,567927360,4/4,70,rest/empty,A major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-A-separator,50,567927360,579458880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-D-count-in,51,579458880,590990400,4/4,70,sounding,none,none,D major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-D-chord-alone,52,590990400,602521920,4/4,70,rest/empty,D major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-D-lick-over-chord,53,602521920,614053440,4/4,70,rest/empty,D major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-D-resolution,54,614053440,625584960,4/4,70,rest/empty,D major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-D-separator,55,625584960,637116480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-G-count-in,56,637116480,648648000,4/4,70,sounding,none,none,G major | FROM 5 | NEUTRAL | COUNT-IN 1 2 3 4,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-G-chord-alone,57,648648000,660179520,4/4,70,rest/empty,G major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-G-lick-over-chord,58,660179520,671711040,4/4,70,rest/empty,G major triad,from 5,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-G-resolution,59,671711040,683242560,4/4,70,rest/empty,G major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Count-In,cycle-G-separator,60,683242560,694774080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-C-count-in,1,2882880,14414400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-C-chord-alone,2,14414400,25945920,4/4,70,sounding,C major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | C6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-C-lick-over-chord,3,25945920,37477440,4/4,70,sounding,C major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | C6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-C-resolution,4,37477440,49008960,4/4,70,sounding,C major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | C6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-C-separator,5,49008960,60540480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-F-count-in,6,60540480,72072000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-F-chord-alone,7,72072000,83603520,4/4,70,sounding,F major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | F6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-F-lick-over-chord,8,83603520,95135040,4/4,70,sounding,F major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | F6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-F-resolution,9,95135040,106666560,4/4,70,sounding,F major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | F6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-F-separator,10,106666560,118198080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Bb-count-in,11,118198080,129729600,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Bb-chord-alone,12,129729600,141261120,4/4,70,sounding,Bb major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Bb6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Bb-lick-over-chord,13,141261120,152792640,4/4,70,sounding,Bb major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Bb6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Bb-resolution,14,152792640,164324160,4/4,70,sounding,Bb major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Bb6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Bb-separator,15,164324160,175855680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Eb-count-in,16,175855680,187387200,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Eb-chord-alone,17,187387200,198918720,4/4,70,sounding,Eb major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Eb6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Eb-lick-over-chord,18,198918720,210450240,4/4,70,sounding,Eb major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Eb6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Eb-resolution,19,210450240,221981760,4/4,70,sounding,Eb major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Eb6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Eb-separator,20,221981760,233513280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Ab-count-in,21,233513280,245044800,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Ab-chord-alone,22,245044800,256576320,4/4,70,sounding,Ab major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Ab6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Ab-lick-over-chord,23,256576320,268107840,4/4,70,sounding,Ab major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Ab6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Ab-resolution,24,268107840,279639360,4/4,70,sounding,Ab major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Ab6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Ab-separator,25,279639360,291170880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Db-count-in,26,291170880,302702400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Db-chord-alone,27,302702400,314233920,4/4,70,sounding,Db major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Db6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Db-lick-over-chord,28,314233920,325765440,4/4,70,sounding,Db major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Db6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Db-resolution,29,325765440,337296960,4/4,70,sounding,Db major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Db6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Db-separator,30,337296960,348828480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Gb/F#-count-in,31,348828480,360360000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Gb/F#-chord-alone,32,360360000,371891520,4/4,70,sounding,Gb/F# major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Gb/F#6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Gb/F#-lick-over-chord,33,371891520,383423040,4/4,70,sounding,Gb/F# major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Gb/F#6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Gb/F#-resolution,34,383423040,394954560,4/4,70,sounding,Gb/F# major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | Gb/F#6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-Gb/F#-separator,35,394954560,406486080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-B-count-in,36,406486080,418017600,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-B-chord-alone,37,418017600,429549120,4/4,70,sounding,B major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | B6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-B-lick-over-chord,38,429549120,441080640,4/4,70,sounding,B major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | B6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-B-resolution,39,441080640,452612160,4/4,70,sounding,B major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | B6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-B-separator,40,452612160,464143680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-E-count-in,41,464143680,475675200,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-E-chord-alone,42,475675200,487206720,4/4,70,sounding,E major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | E6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-E-lick-over-chord,43,487206720,498738240,4/4,70,sounding,E major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | E6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-E-resolution,44,498738240,510269760,4/4,70,sounding,E major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | E6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-E-separator,45,510269760,521801280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-A-count-in,46,521801280,533332800,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-A-chord-alone,47,533332800,544864320,4/4,70,sounding,A major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | A6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-A-lick-over-chord,48,544864320,556395840,4/4,70,sounding,A major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | A6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-A-resolution,49,556395840,567927360,4/4,70,sounding,A major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | A6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-A-separator,50,567927360,579458880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-D-count-in,51,579458880,590990400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-D-chord-alone,52,590990400,602521920,4/4,70,sounding,D major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | D6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-D-lick-over-chord,53,602521920,614053440,4/4,70,sounding,D major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | D6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-D-resolution,54,614053440,625584960,4/4,70,sounding,D major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | D6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-D-separator,55,625584960,637116480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-G-count-in,56,637116480,648648000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-G-chord-alone,57,648648000,660179520,4/4,70,sounding,G major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | G6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-G-lick-over-chord,58,660179520,671711040,4/4,70,sounding,G major triad,from 5,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | G6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-G-resolution,59,671711040,683242560,4/4,70,sounding,G major triad,none,SIXTH-CHORD APPLICATION - FUTURE BH6 REVIEW | G6 | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Sixth Chords - FUTURE BH6 REVIEW,cycle-G-separator,60,683242560,694774080,4/4,70,rest/empty,none,none,,aligned
